Military Forces of the United States (2017-) Special Forces; Global Coalition Against Daesh,157
Ahmad al Abdo Forces,158
Militia (Pro-Government); Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,159
Global Coalition Against Daesh; Military Forces of Russia (2000-),160
Islamist Militia (Syria); JWS: Syrian National Army,161
Ba'ath Party (Syria),162
Deir-ez-Zor Civil Council,163
QDW: National Defense Forces; LaQ: Quds Brigade; Allied Syrian and/or Russian Forces,164
Military Forces of Syria (2000-) Syrian Republican Guard,165
AAS: Ahrar al Sham; FaR: Al Rahman Corps,166
PYD: Kurdish Democratic Union Party,167
Suquor al Sham; Islamist Militia (Syria),168
Militia (Pro-Government); Military Forces of Syria (2000-) Syrian Arab Air Force; Allied Syrian and/or Russian Forces,169
Opposition Rebels (Syria); JWS: Syrian National Army,170
Civilians (Syria); Former Opposition Rebels (Syria),171
Government of Syria (2000- ),172
Islamist Militia (Syria); TIP: Turkistan Islamic Party; Opposition Rebels (Syria),173
Hamza Division - Aleppo,174
TIP: Turkistan Islamic Party; Opposition Rebels (Syria),175
Operation Peace Spring; Islamist Militia (Syria),176
Global Coalition Against Daesh; Military Forces of the United States (2017-2021); Military Forces of the United Kingdom (2010-),177
KNC: Kurdish National Council,178
Global Coalition Against Daesh; Military Forces of the United States (2017-) Special Forces; Military Forces of the United States (2017-),179
Islamist Militia (Syria); Military Forces of Turkey (2016-); JWS: Syrian National Army,180
Military Forces of Syria (2000-); Militia (Pro-Government),181
Ansar al Tawhid; TIP: Turkistan Islamic Party,182
Militia (Pro-Government); Militia (Pro-Iran),183
Prisoners (Syria); Students (Syria),184
Hurras al Deen,185
Hezbollah; Militia (Pro-Government); Allied Syrian and/or Russian Forces,186
Military Forces of France (2012-2017),187
Militia (Pro-Government); Military Forces of Syria (2000-) Tiger Paramilitary Forces (Qawat al Nimr),188
Popular Committees,189
Militia (Pro-Government); Hezbollah; Allied Syrian and/or Russian Forces,190
JWS: Syrian National Army; Operation Peace Spring,191
Military Forces of Iran (1989-) Quds Force,192
MFS: Syriac Military Council,193
HNDZ: Nour al Din al Zinki Movement; Jaysh al Ahrar; Al Sham Corps; Jaysh al Izza; Free Idlib Army; Jaysh al Thani; TIP: Turkistan Islamic Party,194
Military Forces of Lebanon (2016-); Hezbollah; Unidentified Military Forces,195
Prisoners (Syria); Civilians (Palestine); Prisoners (Palestine),196
Operation Peace Spring; Military Forces of Turkey (2016-),197
Ansar al Tawhid,198
Military Forces of Syria (2000-); Military Forces of Russia (2000-),199
Hurras al Deen; Ansar al Tawhid; Islamist Militia (Syria),200
Suquor al Sham; AAS: Ahrar al Sham,201
Militia (Pro-Iran); Hezbollah,202
Syriac Military Council (Syria),203
Shiite Muslim Militia (Syria),204
Military Forces of the United States (2017-2021); QSD: Syrian Democratic Forces,205
Syrian Elite Forces; Global Coalition Against Daesh; Military Forces of the United States (2017-) Special Forces,206
Prisoners (Syria); Former Opposition Rebels (Syria),207
Hezbollah; Militia (Pro-Iran),208
Militia (Pro-Government); Unidentified Clan Militia (Syria); Military Forces of Russia (2000-),209
Global Coalition Against Daesh; MDA: Deir-ez-Zor Military Council,210
Former Free Syrian Army,211
Hurras al Deen; Islamist Militia (Syria),212
Quneitra Hawks,213
Prisoners (Syria); Journalists (Syria),214
HTS: Hayat Tahrir al Sham; Opposition Rebels (Syria),215
Global Coalition Against Daesh; Menbij Military Council; JaT: Army of Revolutionaries; Military Council of Deir-ez-Zor; Kurdish Ethnic Militia (Syria),216
JSH: Free Syrian Army; Opposition Rebels (Syria); Islamist Militia (Syria),217
Military Forces of the United States (2017-); Global Coalition Against Daesh,218
Military Forces of Iran (1989-) Quds Force; Hezbollah,219
Fishermen (Syria),220
Prisoners (Syria); Health Workers (Syria),221
Jaysh al Izza; TIP: Turkistan Islamic Party; Opposition Rebels (Syria),222
Hajin Communal Group (Syria),223
Hizb Ettahrir Party,224
Allied Syrian and/or Russian Forces; Militia (Pro-Government); Hezbollah,225
Military Forces of Syria (2000-) Syrian Arab Air Force; Allied Syrian and/or Russian Forces; Militia (Pro-Government); Former Opposition Rebels (Syria),226
Islamist Militia (Syria); Civilians (Syria),227
Prisoners (Syria); Mutiny of Military Forces of Syria (2000-),228
Unidentified Tribal Militia (Syria),229
Civilians (Syria); Government of Syria (2000-),230
Global Coalition Against Daesh; Military Forces of the United States (2017-); Military Forces of the United States (2017-) Special Forces,231
Teachers (Syria); Students (Syria),232
Militia (Pro-Government); QDW: National Defense Forces,233
Military Forces of the United States (2017-); Military Forces of the United Kingdom (2010-); Military Forces of France (2017-),234
Military Forces of the United States (2017-2021); Global Coalition Against Daesh,235
Military Forces of Syria (2000-) 4th Armored Division; Militia (Pro-Government),236
QSD: Syrian Democratic Forces; Menbij Military Council,237
Opposition Rebels (Syria); Civilians (Syria),238
Global Coalition Against Daesh; Military Forces of Iraq (2014-2018),239
Hezbollah; Military Forces of Russia (2000-),240
Ba'ath Party Members (Syria),241
Refugees/IDPs (Syria); Former Islamic State (Syria),242
Militia (Pro-Government); Civilians (Syria),243
Militia (Pro-Government); Shiite Muslim Militia (Syria); Allied Syrian and/or Russian Forces,244
MDA: Deir-ez-Zor Military Council; Global Coalition Against Daesh,245
Civilians (Iraq); Refugees/IDPs (Iraq),246
Refugees/IDPs (Syria); Civilians (Iraq); Refugees/IDPs (Iraq),247
Former AAS: Ahrar al Sham,248
Militia (Pro-Government); Hezbollah; Military Forces of Syria (2000-) Syrian Arab Air Force,249
Syrian Elite Forces; Global Coalition Against Daesh; Military Forces of the United States (2017-),250
AAS: Ahrar al Sham; TIP: Turkistan Islamic Party; Al Sham Corps; Free Idlib Army; HNDZ: Nour al Din al Zinki Movement; Jaysh al Izza; Jaysh al Nasr,251
Militia (Pro-Government); Allied Syrian and/or Russian Forces; Military Forces of Russia (2000-),252
Islamist Militia (Syria); Operation Euphrates Shield,253
3rd Corps,254
Refugees/IDPs (Iraq); Women (Iraq),255
Khalid ibn al Walid Army,256
Military Forces of the United States (2017-); QSD: Syrian Democratic Forces,257
Military Forces of Russia (2000-); Military Forces of Syria (2000-),258
AAS: Ahrar al Sham; HNDZ: Nour al Din al Zinki Movement,259
Military Forces of Syria (2000-) Tiger Paramilitary Forces (Qawat al Nimr); Militia (Pro-Government),260
Global Coalition Against Daesh; Military Forces of the United States (2009-2017),261
Civilians (Syria); Reconciliation Committee Members (Syria),262
Ajnad al Sham Islamic Union,263
Former Islamic State (Syria); Refugees/IDPs (Syria),264
Military Forces of Turkey (2016-); JSH: Free Syrian Army,265
Druze Group (Syria),266
Farmers (Syria); Refugees/IDPs (Syria),267
Opposition Rebels (Syria); Operation Euphrates Shield,268
Police Forces of Syria (2000-),269
Yazidi Group (Syria),270
Prisoners (Syria); Former Military Forces of Syria (2000-),271
Civilians (Syria); Syrian Civil Defense,272
Health Workers (Syria); Aid Workers (Syria),273
Opposition Rebels (Syria); Islamist Militia (Syria); Military Forces of Turkey (2016-),274
Syrian Civil Defense; Aid Workers (Syria); Refugees/IDPs (Syria),275
Former Khalid ibn al Walid Army (Syria),276
Jaysh al Ahrar; Islamist Militia (Syria),277
Former Al Rahman Corps,278
Military Forces of Iran (1989-); Hezbollah,279
Free Idlib Army,280
Global Coalition Against Daesh; Military Forces of the United States (2017-); Military Forces of France (2017-),281
QDW: National Defense Forces; LaQ: Quds Brigade; Allied Syrian and/or Russian Forces; Military Forces of Syria (2000-) Syrian Arab Air Force,282
Global Coalition Against Daesh; Military Forces of the United States (2017-2021); Military Forces of France (2017-),283
Jund al Aqsa,284
Civilians (Syria); Journalists (Syria),285
Military Forces of Syria (2000-) 5th Assault Corps; Military Forces of Syria (2000-) Syrian Arab Air Force; Allied Syrian and/or Russian Forces; Militia (Pro-Government); Former Opposition Rebels (Syria),286
Refugees/IDPs (Syria); Women (Syria); Islamic State (Syria),287
Civil Society Worker,288
Hezbollah; Military Forces of Syria (2000-) Syrian Arab Air Force,289
Opposition Rebels (Syria); Former Operation Euphrates Shield,290
Prisoners (Syria); Civilians (Palestine),291
Sultan Suleiman Shah Brigade (Syria),292
Shiheil Communal Group (Syria),293
Syrian Civil Defense; Health Workers (Syria),294
Prisoners (Syria); Military Forces of Syria (2000-); Militia (Pro-Government),295
Military Forces of Syria (2000-) Syrian Arab Air Force; Hezbollah,296
Jaysh al Izza; Opposition Rebels (Syria); Islamist Militia (Syria),297
Opposition Rebels (Syria); Islamist Rebels (Syria),298
Opposition Rebels (Syria); Refugees/IDPs (Syria),299
Jaysh al Islam; Ahmad al Abdo Forces; HTS: Hayat Tahrir al Sham; AAS: Ahrar al Sham; Ahrar al Sharqiyah; Shuhada al Qaryatayn Brigade; Saraya Ahl al Sham,300
Militia (Pro-Government); Hezbollah; Militia (Pro-Iran),301
Former Operation Olive Branch; Former Operation Euphrates Shield,302
Wa Harredh al Moa'mineen; Islamist Militia (Syria),303
JaS: Levant Front,304
Basira Communal Group (Syria),305
Islamist Militia (International),306
Former Youth of Sunna Forces,307
Former Syrian Civil Defense,308
Shaitat Tribal Militia (Syria),309
Global Coalition Against Daesh; Military Forces of the Netherlands (2010-),310
Prisoners (Syria); Islamic State (Syria),311
Al Bab Military Council; Military Forces of Russia (2000-) Military Police,312
Former HTS: Hayat Tahrir al Sham,313
Military Forces of Syria (2000-) Tiger Paramilitary Forces (Qawat al Nimr); Militia (Pro-Government); Military Forces of Russia (2000-),314
Jaysh al Nasr,315
Civilians (Syria); Labour Group (Syria),316
AAS: Ahrar al Sham; Jaysh al Ahrar; Jaysh al Thani; Jaysh al Nasr; Imam Bukhari Battalion; Jaysh Al Shaab,317
Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps; Militia (Pro-Iran),318
Protesters (Syria),319
Military Forces of Syria (2000-) Syrian Arab Air Force; Militia (Pro-Government); Hezbollah,320
Former Islamic State (Syria); Former Opposition Rebels (Syria),321
Abu Bakr as-Siddiq Army,322
Militia (Pro-Government); Military Forces of Russia (2000-); Allied Syrian and/or Russian Forces,323
Militia (Pro-Government); Unidentified Clan Militia (Syria),324
SARC: Syrian Arab Red Crescent; Aid Workers (Syria),325
Militia (Pro-Iran); Militia (Pro-Government),326
Former Opposition Rebels (Syria); Civilians (Syria),327
QDW: National Defense Forces; Militia (Pro-Government),328
JaT: Revolutionary Army,329
Former Operation Olive Branch; Opposition Rebels (Syria),330
Militia (Pro-Government); Military Forces of Russia (2000-); Hezbollah,331
Hezbollah; Military Forces of Syria (2000-); Fatemiyoun Brigade,332
Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps; Hezbollah,333
Military Forces of Syria (2000-); Mutiny of Opposition Rebels (Syria),334
Military Forces of Iran (1989-); Militia (Pro-Government); Militia (Pro-Iran),335
Civilians (Palestine); Former Opposition Rebels (Syria),336
Unidentified Armed Group (Syria); Former Opposition Rebels (Syria),337
Sultan Murad Division; Jaysh al Islam; Al Mu'tasim Brigade; Ahrar al Sharqiyah,338
FFaI: Dawn of Islam Division; Ahrar Nawa,339
QSF: Qalamoon Shield Forces,340
Christian Group (Syria),341
Militia (Pro-Government); Military Forces of Iran (1989-),342
Militia (Pro-Government); YPG: Peoples Protection Units,343
Militia (Pro-Government); Military Forces of Syria (2000-) Tiger Paramilitary Forces (Qawat al Nimr); Military Forces of Syria (2000-) Syrian Arab Air Force; Military Forces of Russia (2000-),344
Shiite Muslim Group (Syria),345
Unidentified Tribal Group (Syria),346
Hezbollah; Military Forces of Lebanon (2016-),347
Militia (Pro-Government); Allied Syrian and/or Russian Forces; Former Opposition Rebels (Syria),348
Operation Euphrates Shield; Military Forces of Turkey (2016-),349
YPG: Peoples Protection Units; YPJ: Women's Protection Units,350
Syriac Military Council (Syria); Assyrian Military Council (Syria),351
HTS: Hayat Tahrir al Sham; Jaysh al Izza; Opposition Rebels (Syria),352
YPG: Peoples Protection Units - Anti-Terror Unit,353
Thiban Communal Group (Syria),354
TIP: Turkistan Islamic Party; Islamist Militia (Syria),355
Military Forces of Russia (2000-); Militia (Pro-Government); LaQ: Quds Brigade,356
Opposition Rebels (Syria); Military Forces of Turkey (2016-); JWS: Syrian National Army,357
Former Opposition Rebels (Syria); Prisoners (Syria),358
Military Forces of Syria (2000-) 9th Armored Division,359
Fatemiyoun Brigade,360
Military Forces of Syria (2000-) 5th Armored Division; Militia (Pro-Government),361
Militia (Pro-Government); LaQ: Quds Brigade,362
Al Mu'tasim Brigade,363
Prisoners (Syria); Former Police Forces of Syria (2000-),364
Global Coalition Against Daesh; Menbij Military Council,365
Former Operation Euphrates Shield; Former Operation Olive Branch,366
Military Forces of Syria (2000-) Syrian Arab Air Force; Militia (Pro-Government); Unidentified Clan Militia (Syria); Military Forces of Russia (2000-),367
Militia (Pro-Government); Hezbollah; Military Forces of Russia (2000-),368
Militia (Pro-Government); Unidentified Armed Group (Syria); Military Forces of Russia (2000-); Hezbollah; Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,369
TIP: Turkistan Islamic Party; HTS: Hayat Tahrir al Sham,370
JaT: Army of Revolutionaries,371
Hezbollah; Military Forces of Iran (1989-),372
Wa Harredh al Moa'mineen Operation Room; Islamist Militia (Syria),373
JWS: Syrian National Army; Opposition Rebels (Syria); Military Forces of Turkey (2016-),374
Abtaa Communal Group (Syria),375
Ar-Raqqa Military Council,376
Police Forces of Turkey (2016-) National Intelligence Organization,377
Military Forces of the United States (2017-); Military Forces of France (2017-),378
Jaysh al Ahrar,379
QSD: Syrian Democratic Forces; Arab Ethnic Group (Syria),380
Islamic State (Syria); Refugees/IDPs (Syria),381
Grey Wolves; Operation Olive Branch,382
Former Revolutionary Army,383
Military Forces of Turkey (2016-); Operation Olive Branch,384
Military Forces of Syria (2000-) Tiger Paramilitary Forces (Qawat al Nimr); Militia (Pro-Government); Former Opposition Rebels (Syria),385
Former Jaysh al Tawhid,386
Refugees/IDPs (Syria); Farmers (Syria),387
Northern Democratic Brigade,388
Unidentified Clan Militia (Syria),389
Sheikh al-Karama,390
Former Ababil Horan Battalion (Syria),391
Military Forces of Syria (2000-) Tiger Paramilitary Forces (Qawat al Nimr); Militia (Pro-Government); Allied Syrian and/or Russian Forces,392
Islamist Militia (Syria); Jaysh al Islam; JWS: Syrian National Army,393
Islamist Militia (Syria); Former Operation Olive Branch,394
Military Forces of Syria (2000-) 4th Armored Division; LaQ: Quds Brigade; Former Opposition Rebels (Syria),395
Military Forces of Iraq (2014-2018) Popular Mobilization Forces,396
Farmers (Syria); Women (Syria),397
HTS: Hayat Tahrir al Sham; Ansar al Tawhid,398
Police Forces of Syria (2000-) State Security,399
Former Operation Euphrates Shield; JWS: Syrian National Army,400
Opposition Rebels (Syria); Islamist Militia (Syria); Operation Olive Branch,401
Jabhat Fateh al Sham,402
JWS: Syrian National Army; Islamist Militia (Syria),403
JaS: Levant Front; Ahrar al Sharqiyah; Jaysh al Islam,404
Health Workers (Syria); Labour Group (Syria),405
8th Brigade,406
Darnaj Communal Group (Syria),407
PCDKS: Kurdish Democratic Left Party; PYD: Kurdish Democratic Union Party; National Kurdish Council,408
Military Forces of Russia (2000-); Allied Syrian and/or Russian Forces,409
HTS: Hayat Tahrir al Sham; TIP: Turkistan Islamic Party; Islamist Militia (Syria),410
Militia (Pro-Government); Shiite Muslim Militia (Syria); Military Forces of Russia (2000-),411
HTS: Hayat Tahrir al Sham; Opposition Rebels (Syria); Islamist Militia (Syria),412
Military Forces of Syria (2000-) 17th Division,413
QSD: Syrian Democratic Forces; Prisoners (Syria),414
Military Forces of Jordan (1999-),415
JWS: Syrian National Army; Opposition Rebels (Syria),416
Mutiny of Military Forces of Syria (2000-),417
Judges (Syria),418
Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps; Militia (Pro-Government),419
Military Forces of Syria (2000-) 25th Armored Division,420
Military Forces of Russia (2000-); Military Forces of Syria (2000-) Syrian Arab Air Force; Militia (Pro-Government),421
Prisoners (Syria); Refugees/IDPs (Syria),422
YPG: Peoples Protection Units; Menbij Military Council,423
Aghtrin Communal Group (Syria),424
KDP: Kurdistan Democratic Party,425
Hezbollah; Militia (Pro-Government); Allied Syrian and/or Russian Forces; Military Forces of Syria (2000-) Syrian Arab Air Force,426
Militia (Pro-Government); Military Forces of Iran (1989-); Militia (Pro-Iran),427
Syrian Elite Forces,428
Global Coalition Against Daesh; Military Forces of France (2012-2017),429
Al Bakeer Tribal Group (Syria),430
JWS: Syrian National Army; Civilians (Syria),431
Mzeireb Communal Group (Syria),432
Ahrar Jabal al Sheikh; Opposition Rebels (Syria); Islamist Militia (Syria),433
Former Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),434
Taran Al Waldah Tribal Group (Syria),435
Global Coalition Against Daesh; Military Forces of the United States (2017-); Military Forces of France (2017-); Military Forces of Italy (2018-),436
Military Forces of Syria (2000-); Military Forces of Syria (2000-) Syrian Arab Air Force,437
Sharqiya Army,438
Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria); Sultan Murad Division,439
Refugees/IDPs (Palestine),440
Military Forces of the United States (2017-2021); Military Forces of France (2017-),441
Military Forces of Syria (2000-) Tiger Paramilitary Forces (Qawat al Nimr); Military Forces of Syria (2000-) Syrian Arab Air Force; Militia (Pro-Government),442
JSH: Free Syrian Army; HTS: Hayat Tahrir al Sham,443
Former Opposition Rebels (Syria); Military Forces of Russia (2000-),444
Militia (Pro-Government); Allied Syrian and/or Russian Forces; Hezbollah,445
Operation Olive Branch; JWS: Syrian National Army,446
Ash-Shajara Communal Group (Syria),447
AAS: Ahrar al Sham; Opposition Rebels (Syria); Mujahideen of Horan; Ahrar Nawa Division; FUS: Lions of Sunnah Division,448
AAS: Ahrar al Sham; Opposition Rebels (Syria),449
Faylaq al Majd,450
Women (International),451
Free Syrian Police,452
1st Infantry Division,453
Civilians (Syria); Shiite Muslim Group (Syria); Refugees/IDPs (Syria),454
Islamist Factions (Syria); Opposition Rebels (Syria),455
Banyan al Marsus,456
Women (Syria); Refugees/IDPs (Syria),457
JeA: Ababil Horan Battalion; AAS: Ahrar al Sham; Liwa Sham al Rasul,458
Syrian Civil Defense; Aid Workers (Syria); Health Workers (Syria),459
Jaysh al Izza,460
HTS: Hayat Tahrir al Sham; QSD: Syrian Democratic Forces; Opposition Rebels (Syria); Islamist Militia (Syria),461
Global Coalition Against Daesh; Military Forces of the United Kingdom (2010-); Military Forces of the United States (2017-),462
Former Omari Brigades,463
Global Coalition Against Daesh; Military Forces of the United Kingdom (2010-); Military Forces of the United States (2017-2021),464
Military Forces of Iran (1989-) Quds Force; Militia (Pro-Iran),465
Al Sham Corps; Ajnad al Sham; JaN: Elite Army; Jaysh al Nasr,466
Former JTS: Syrian Revolutionaries Front,467
Imam Bukhari Battalion,468
Refugees/IDPs (Syria); Islamic State (Syria); Women (Syria),469
Military Forces of Syria (2000-); Military Forces of Russia (2000-); Militia (Pro-Government),470
AAS: Ahrar al Sham; Suquor al Sham; HNDZ: Nour al Din al Zinki Movement,471
Aid Workers (Syria); UN: United Nations,472
Military Forces of Syria (2000-) Syrian Arab Air Force; Military Forces of Syria (2000-) Tiger Paramilitary Forces (Qawat al Nimr); Militia (Pro-Government); Military Forces of Russia (2000-),473
Former HNDZ: Nour al Din al Zinki Movement,474
Omar Ibn Al-Khattab Army,475
Militia (Pro-Government); Unidentified Military Forces,476
Al Wosta Division; HTS: Hayat Tahrir al Sham,477
JOS: Lions of the East Army; Shuhada al Qaryatayn Brigade,478
Militia (Pro-Government); Military Forces of Syria (2000-) Tiger Paramilitary Forces (Qawat al Nimr); Allied Syrian and/or Russian Forces,479
Prisoners (Syria); Military Forces of Syria (2000-),480
Ar-Raqqa Communal Group (Syria),481
Military Forces of Syria (2000-) Tiger Paramilitary Forces (Qawat al Nimr); Military Forces of Russia (2000-),482
Jaysh al Izza; JTW: National Liberation Front; Opposition Rebels (Syria); Islamist Militia (Syria),483
Local Council ,484
Opposition Rebels (Syria); TIP: Turkistan Islamic Party,485
Eagles of the Whirlwind,486
Former Opposition Rebels (Syria); Former AAS: Ahrar al Sham,487
JOS: Lions of the East Army; Global Coalition Against Daesh,488
